year,item_id,app_name,number_user_id_recom
2011,107310,Cthulhu Saves the World,1
2011,107900,,1
2011,111800,Blocks That Matter,1
2011,113200,The Binding of Isaac,1
2011,200900,,1
2011,200910,Before the Echo,1
2011,202710,,1
2012,440,Team Fortress 2,184
2012,105600,Terraria,28
2012,4000,Garry's Mod,27
2012,620,Portal 2,23
2012,570,,20
2012,550,Left 4 Dead 2,19
2012,72850,,18
2012,218230,PlanetSide 2,15
2012,49520,Borderlands 2,13
2012,200210,Realm of the Mad God,11
2012,730,Counter-Strike: Global Offensive,9
2012,8190,Just Cause 2,9
2012,207610,The Walking Dead,9
2012,240,Counter-Strike: Source,8
2012,107100,Bastion,8
2012,113200,The Binding of Isaac,8
2012,209870,Blacklight: Retribution,8
2012,630,Alien Swarm,7
2012,8980,Borderlands,7
2012,33930,Arma 2: Operation Arrowhead,7
2012,220,Half-Life 2,6
2012,400,Portal,6
2012,17080,Tribes: Ascend,6
2012,24240,PAYDAY™ The Heist,6
2012,48700,Mount & Blade: Warband,6
2012,65800,Dungeon Defenders,6
2012,212680,FTL: Faster Than Light,6
2012,300,Day of Defeat: Source,5
2012,1840,Source Filmmaker,5
2012,10180,Call of Duty®: Modern Warfare® 2,5
2012,17410,Mirror's Edge™,5
2012,35450,Red Orchestra 2: Heroes of Stalingrad with Rising Storm,5
2012,99900,Spiral Knights,5
2012,104700,Super MNC,5
2012,1250,Killing Floor,4
2012,24200,DC Universe™ Online,4
2012,31280,Poker Night at the Inventory,4
2012,34330,,4
2012,42680,,4
2012,43110,,4
2012,55230,Saints Row: The Third,4
2012,204100,Max Payne 3,4
2012,205100,Dishonored,4
2012,8930,Sid Meier's Civilization® V,3
2012,12900,AudioSurf,3
2012,17500,Zombie Panic! Source,3
2012,22370,Fallout 3: Game of the Year Edition,3
2012,22380,Fallout: New Vegas,3
2012,28050,,3
2012,56400,,3
2012,91310,,3
2012,91700,E.Y.E: Divine Cybermancy,3
2012,105430,,3
2012,108710,Alan Wake,3
2012,203810,,3
2012,204360,Castle Crashers®,3
2012,206210,Gotham City Impostors Free to Play,3
2012,212180,,3
2012,219640,Chivalry: Medieval Warfare,3
2012,70,Half-Life,2
2012,410,,2
2012,500,Left 4 Dead,2
2012,4560,Company of Heroes - Legacy Edition,2
2012,6060,"Star Wars: Battlefront 2 (Classic, 2005)",2
2012,6910,Deus Ex: Game of the Year Edition,2
2012,7670,BioShock™,2
2012,7940,Call of Duty® 4: Modern Warfare®,2
2012,12120,Grand Theft Auto: San Andreas,2
2012,17460,Mass Effect,2
2012,21970,,2
2012,24980,Mass Effect 2,2
2012,40800,Super Meat Boy,2
2012,40930,The Misadventures of P.B. Winterbottom,2
2012,41500,Torchlight,2
2012,42700,Call of Duty®: Black Ops,2
2012,50300,Spec Ops: The Line,2
2012,57300,Amnesia: The Dark Descent,2
2012,57690,Tropico 4,2
2012,107900,,2
2012,109400,,2
2012,113420,Fallen Earth Free2Play,2
2012,200010,Quantum Conundrum,2
2012,201790,Orcs Must Die! 2,2
2012,203630,Warlock - Master of the Arcane,2
2012,203850,,2
2012,204300,Awesomenauts - the 2D moba,2
2012,206440,To the Moon,2
2012,206480,Dungeons & Dragons Online®,2
2012,207250,Cubemen,2
2012,208140,Endless Space® - Collection,2
2012,215470,Primal Carnage,2
2012,220240,Far Cry 3,2
2012,20,Team Fortress Classic,1
2012,380,Half-Life 2: Episode One,1
2012,1510,Uplink,1
2012,1520,DEFCON,1
2012,2270,Wolfenstein 3D,1
2012,2310,QUAKE,1
2012,2450,Bloody Good Time,1
2012,2600,Vampire: The Masquerade - Bloodlines,1
2012,3320,Insaniquarium Deluxe,1
2012,3700,Sniper Elite,1
2012,3830,Psychonauts,1
2012,4500,S.T.A.L.K.E.R.: Shadow of Chernobyl,1
2012,4550,,1
2012,4580,"Warhammer® 40,000: Dawn of War® - Dark Crusade",1
2012,4760,Rome: Total War™ - Collection,1
2012,6020,STAR WARS™ Jedi Knight - Jedi Academy™,1
2012,6860,Hitman: Blood Money,1
2012,7000,Tomb Raider: Legend,1
2012,7520,Two Worlds II HD,1
2012,7660,X-COM: Apocalypse,1
2012,7830,Men of War™,1
2012,9420,Supreme Commander: Forged Alliance,1
2012,9860,,1
2012,10150,Prototype™,1
2012,10500,Empire: Total War™,1
2012,10680,Aliens vs. Predator™,1
2012,11020,TrackMania Nations Forever,1
2012,12210,,1
2012,12750,,1
2012,13140,,1
2012,13210,Unreal Tournament 3 Black,1
2012,13230,Unreal Tournament 2004: Editor's Choice Edition,1
2012,13520,Far Cry®,1
2012,15320,IL-2 Sturmovik: 1946,1
2012,15700,Oddworld: Abe's Oddysee®,1
2012,16600,Trials 2: Second Edition,1
2012,16870,Sid Meier's Civilization V: Gods and Kings,1
2012,17330,Crysis Warhead®,1
2012,17390,SPORE™,1
2012,17480,Command & Conquer: Red Alert 3,1
2012,17510,Age of Chivalry,1
2012,17520,Synergy,1
2012,20500,Red Faction Guerrilla Steam Edition,1
2012,20510,S.T.A.L.K.E.R.: Clear Sky,1
2012,20920,The Witcher 2: Assassins of Kings Enhanced Edition,1
2012,21170,,1
2012,22000,World of Goo,1
2012,22110,,1
2012,22200,Zeno Clash,1
2012,22320,The Elder Scrolls III: Morrowind® Game of the Year Edition,1
2012,24010,Train Simulator,1
2012,24740,Burnout Paradise: The Ultimate Box,1
2012,24790,Command & Conquer 3: Tiberium Wars,1
2012,25800,Europa Universalis III Complete,1
2012,26800,Braid,1
2012,31270,,1
2012,31290,Back to the Future: The Game,1
2012,32340,LOOM™,1
2012,32370,STAR WARS™ - Knights of the Old Republic™,1
2012,32800,Lord of the Rings: War in the North,1
2012,34030,Napoleon: Total War™,1
2012,35110,,1
2012,35140,Batman: Arkham Asylum Game of the Year Edition,1
2012,35700,Trine Enchanted Edition,1
2012,36150,Westward Collection,1
2012,38240,,1
2012,38400,Fallout: A Post Nuclear Role Playing Game,1
2012,38830,,1
2012,39800,Nation Red,1
2012,40100,Supreme Commander 2,1
2012,40390,Risen 2: Dark Waters,1
2012,41800,Gratuitous Space Battles,1
2012,42910,Magicka,1
2012,43000,Front Mission Evolved,1
2012,47870,Need For Speed: Hot Pursuit,1
2012,48000,LIMBO,1
2012,48220,Might & Magic: Heroes VI,1
2012,48240,,1
2012,50130,Mafia II,1
2012,50620,Darksiders™,1
2012,55040,Atom Zombie Smasher,1
2012,55110,Red Faction®: Armageddon™,1
2012,55140,MX vs. ATV Reflex,1
2012,55150,"Warhammer 40,000: Space Marine",1
2012,55370,Saints Row: The Third Initiation Station,1
2012,57600,Tropico 3: Absolute Power,1
2012,64000,Men of War: Assault Squad,1
2012,70300,VVVVVV,1
2012,71165,Streets of Rage 2,1
2012,71270,,1
2012,71340,Sonic Generations Collection,1
2012,72000,Closure,1
2012,73010,Cities in Motion,1
2012,92800,SpaceChem,1
2012,94000,Dinner Date,1
2012,96300,,1
2012,96400,,1
2012,97000,Solar 2,1
2012,97100,Section 8®: Prejudice™,1
2012,98300,Toy Soldiers,1
2012,98600,Demolition Inc.,1
2012,99300,Renegade Ops,1
2012,102600,Orcs Must Die!,1
2012,102850,Warp,1
2012,105700,Tobe's Vertical Adventure,1
2012,107310,Cthulhu Saves the World,1
2012,107800,Rochard,1
2012,108800,Crysis 2 - Maximum Edition,1
2012,113400,APB Reloaded,1
2012,200510,XCOM: Enemy Unknown,1
2012,200710,Torchlight II,1
2012,200940,Sonic CD,1
2012,202200,Galactic Civilizations® II: Ultimate Edition,1
2012,202970,Call of Duty®: Black Ops II,1
2012,203770,Crusader Kings II,1
2012,204630,Retro City Rampage™ DX,1
2012,204880,Sins of a Solar Empire®: Rebellion,1
2012,205610,Port Royale 3,1
2012,206500,AirMech Strike,1
2012,207080,Indie Game: The Movie,1
2012,207490,Rayman® Origins,1
2012,207570,English Country Tune,1
2012,207750,Symphony,1
2012,208200,Doom 3: BFG Edition,1
2012,208480,Assassin’s Creed® III,1
2012,209270,Hero Academy,1
2012,209690,Fieldrunners,1
2012,211180,Unmechanical,1
2012,211420,DARK SOULS™: Prepare To Die™ Edition,1
2012,212500,The Lord of the Rings Online™,1
2012,212800,Super Crate Box,1
2012,213330,LEGO® Batman 2 DC Super Heroes™,1
2012,214230,,1
2012,214850,,1
2012,219150,Hotline Miami,1
2012,219740,,1
2012,221080,,1
2012,221260,Little Inferno,1
2012,221640,Super Hexagon,1
2012,222980,Dead Pixels,1
2013,440,Team Fortress 2,458
2013,4000,Garry's Mod,228
2013,570,,150
2013,550,Left 4 Dead 2,112
2013,730,Counter-Strike: Global Offensive,106
2013,72850,,97
2013,105600,Terraria,89
2013,211820,Starbound,82
2013,49520,Borderlands 2,67
2013,218620,,65
2013,230410,Warframe,64
2013,218230,PlanetSide 2,58
2013,620,Portal 2,56
2013,1250,Killing Floor,51
2013,8870,BioShock Infinite,49
2013,207610,The Walking Dead,49
2013,221100,DayZ,46
2013,224260,No More Room in Hell,42
2013,8930,Sid Meier's Civilization® V,41
2013,219640,Chivalry: Medieval Warfare,40
2013,252490,Rust,34
2013,8190,Just Cause 2,31
2013,55230,Saints Row: The Third,29
2013,236390,,29
2013,113200,The Binding of Isaac,28
2013,220,Half-Life 2,27
2013,240,Counter-Strike: Source,27
2013,203160,Tomb Raider,27
2013,238960,,27
2013,219740,,25
2013,259080,Just Cause 2: Multiplayer Mod,25
2013,221640,Super Hexagon,24
2013,220200,Kerbal Space Program,23
2013,204300,Awesomenauts - the 2D moba,21
2013,206420,Saints Row IV,21
2013,233720,Surgeon Simulator,21
2013,209870,Blacklight: Retribution,19
2013,212680,FTL: Faster Than Light,19
2013,219150,Hotline Miami,19
2013,200710,Torchlight II,18
2013,35450,Red Orchestra 2: Heroes of Stalingrad with Rising Storm,17
2013,48700,Mount & Blade: Warband,17
2013,99900,Spiral Knights,17
2013,107410,Arma 3,17
2013,200510,XCOM: Enemy Unknown,17
2013,219890,Antichamber,17
2013,220240,Far Cry 3,17
2013,221910,The Stanley Parable,17
2013,261030,The Walking Dead: Season 2,17
2013,24240,PAYDAY™ The Heist,15
2013,107100,Bastion,15
2013,200260,Batman: Arkham City - Game of the Year Edition,15
2013,202170,,15
2013,205100,Dishonored,15
2013,109600,Neverwinter,14
2013,224540,Ace of Spades: Battle Builder,14
2013,239820,Game Dev Tycoon,14
2013,248820,Risk of Rain,14
2013,33930,Arma 2: Operation Arrowhead,13
2013,200210,Realm of the Mad God,13
2013,212480,Sonic & All-Stars Racing Transformed,13
2013,17080,Tribes: Ascend,12
2013,22380,Fallout: New Vegas,12
2013,42910,Magicka,12
2013,50300,Spec Ops: The Line,12
2013,113400,APB Reloaded,12
2013,209000,Batman™: Arkham Origins,12
2013,242050,Assassin’s Creed® IV Black Flag™,12
2013,8980,Borderlands,11
2013,48000,LIMBO,11
2013,204360,Castle Crashers®,11
2013,206190,Gunpoint,11
2013,209160,Call of Duty®: Ghosts,11
2013,214950,Total War™: ROME II - Emperor Edition,11
2013,241600,Rogue Legacy,11
2013,400,Portal,10
2013,34330,,10
2013,43160,,10
2013,221260,Little Inferno,10
2013,221380,Age of Empires II HD,10
2013,226700,,10
2013,239030,"Papers, Please",10
2013,241540,State of Decay,10
2013,630,Alien Swarm,9
2013,6060,"Star Wars: Battlefront 2 (Classic, 2005)",9
2013,51100,Tactical Intervention,9
2013,65800,Dungeon Defenders,9
2013,206500,AirMech Strike,9
2013,211420,DARK SOULS™: Prepare To Die™ Edition,9
2013,219830,King Arthur's Gold,9
2013,224580,Arma II: DayZ Mod,9
2013,244850,,9
2013,250320,The Wolf Among Us,9
2013,250420,8BitMMO,9
2013,70,Half-Life,8
2013,1840,Source Filmmaker,8
2013,7670,BioShock™,8
2013,12210,,8
2013,12900,AudioSurf,8
2013,17500,Zombie Panic! Source,8
2013,39120,RIFT,8
2013,42680,,8
2013,91310,,8
2013,104700,Super MNC,8
2013,206210,Gotham City Impostors Free to Play,8
2013,223710,Cry of Fear,8
2013,227300,Euro Truck Simulator 2,8
2013,230050,DLC Quest,8
2013,232430,Gone Home,8
2013,4920,Natural Selection 2,7
2013,10180,Call of Duty®: Modern Warfare® 2,7
2013,17460,Mass Effect,7
2013,40800,Super Meat Boy,7
2013,108710,Alan Wake,7
2013,201790,Orcs Must Die! 2,7
2013,202970,Call of Duty®: Black Ops II,7
2013,203140,Hitman: Absolution™,7
2013,203770,Crusader Kings II,7
2013,203810,,7
2013,208090,Loadout,7
2013,208480,Assassin’s Creed® III,7
2013,224600,Defiance,7
2013,226980,,7
2013,227100,Sniper Elite: Nazi Zombie Army,7
2013,231430,Company of Heroes 2,7
2013,234710,Poker Night 2,7
2013,239350,Spelunky,7
2013,251570,,7
2013,500,Left 4 Dead,6
2013,3830,Psychonauts,6
2013,10500,Empire: Total War™,6
2013,22370,Fallout 3: Game of the Year Edition,6
2013,24200,DC Universe™ Online,6
2013,24740,Burnout Paradise: The Ultimate Box,6
2013,31280,Poker Night at the Inventory,6
2013,35720,Trine 2: Complete Story,6
2013,39140,FINAL FANTASY VII,6
2013,70000,Dino D-Day,6
2013,113020,Monaco: What's Yours Is Mine,6
2013,204100,Max Payne 3,6
2013,204450,Call of Juarez® Gunslinger,6
2013,210770,Sanctum 2,6
2013,215470,Primal Carnage,6
2013,216150,MapleStory,6
2013,220860,McPixel,6
2013,222730,Reus,6
2013,224760,FEZ,6
2013,236090,Dust: An Elysian Tail,6
2013,238320,Outlast,6
2013,249130,LEGO® Marvel™ Super Heroes,6
2013,320,Half-Life 2: Deathmatch,5
2013,9900,Star Trek Online,5
2013,10090,Call of Duty: World at War,5
2013,12120,Grand Theft Auto: San Andreas,5
2013,12750,,5
2013,17410,Mirror's Edge™,5
2013,20920,The Witcher 2: Assassins of Kings Enhanced Edition,5
2013,24980,Mass Effect 2,5
2013,32440,LEGO® Star Wars™ - The Complete Saga,5
2013,41070,,5
2013,209080,Guns of Icarus Online,5
2013,218680,Scribblenauts Unlimited,5
2013,220780,Thomas Was Alone,5
2013,232910,TrackMania² Stadium,5
2013,233130,Shadow Warrior,5
2013,233450,Prison Architect,5
2013,239660,Soldier Front 2,5
2013,244870,Electronic Super Joy,5
2013,265210,,5
2013,4560,Company of Heroes - Legacy Edition,4
2013,12200,Bully: Scholarship Edition,4
2013,24860,,4
2013,28050,,4
2013,32800,Lord of the Rings: War in the North,4
2013,35140,Batman: Arkham Asylum Game of the Year Edition,4
2013,43110,,4
2013,50650,,4
2013,105450,Age of Empires® III: Complete Collection,4
2013,207140,SpeedRunners,4
2013,211400,Deadlight,4
2013,211500,RaceRoom Racing Experience,4
2013,212180,,4
2013,212800,Super Crate Box,4
2013,220260,Farming Simulator 2013 Titanium Edition,4
2013,220440,DmC: Devil May Cry,4
2013,222750,Wargame: Airland Battle,4
2013,225140,,4
2013,225260,Brutal Legend,4
2013,228300,Remember Me,4
2013,233270,Far Cry 3 - Blood Dragon,4
2013,233860,,4
2013,235800,Audiosurf 2,4
2013,238430,Contagion,4
2013,241640,,4
2013,247730,Nether: Resurrected,4
2013,380,Half-Life 2: Episode One,3
2013,9200,RAGE,3
2013,9480,Saints Row 2,3
2013,17390,SPORE™,3
2013,17470,Dead Space,3
2013,17480,Command & Conquer: Red Alert 3,3
2013,24010,Train Simulator,3
2013,25000,Overgrowth,3
2013,32360,The Secret of Monkey Island: Special Edition,3
2013,33230,Assassin's Creed 2 Deluxe Edition,3
2013,34900,Bad Rats: the Rats' Revenge,3
2013,35480,Dwarfs!?,3
2013,41500,Torchlight,3
2013,42160,,3
2013,44350,GRID 2,3
2013,45100,Secret of the Magic Crystals,3
2013,50130,Mafia II,3
2013,55150,"Warhammer 40,000: Space Marine",3
2013,56400,,3
2013,57300,Amnesia: The Dark Descent,3
2013,67370,The Darkness II,3
2013,110800,L.A. Noire,3
2013,113420,Fallen Earth Free2Play,3
2013,203290,America's Army: Proving Grounds,3
2013,205910,Tiny and Big: Grandpa's Leftovers,3
2013,207230,ArcheBlade™,3
2013,208140,Endless Space® - Collection,3
2013,208580,STAR WARS™ Knights of the Old Republic™ II - The Sith Lords™,3
2013,209540,Strike Suit Zero,3
2013,212070,Star Conflict,3
2013,213650,Dwarfs - F2P,3
2013,214560,Mark of the Ninja,3
2013,216250,,3
2013,217140,Rise of the Triad,3
2013,218060,BIT.TRIP Presents... Runner2: Future Legend of Rhythm Alien,3
2013,221680,Rocksmith® 2014 Edition - Remastered,3
2013,222880,Insurgency,3
2013,223470,POSTAL 2,3
2013,225080,Brothers - A Tale of Two Sons,3
2013,226320,,3
2013,227680,,3
2013,232810,,3
2013,234650,Shadowrun Returns,3
2013,236370,Interstellar Marines,3
2013,239220,,3
2013,242880,"Sir, You Are Being Hunted",3
2013,249050,Dungeon of the Endless™,3
2013,250340,Blockland,3
2013,250400,How to Survive,3
2013,261980,Half-Life: Before,3
2013,264140,Pixel Piracy,3
2013,280,Half-Life: Source,2
2013,300,Day of Defeat: Source,2
2013,340,Half-Life 2: Lost Coast,2
2013,2400,The Ship: Murder Party,2
2013,3480,Peggle Deluxe,2
2013,3483,Peggle Extreme,2
2013,3900,Sid Meier's Civilization® IV,2
2013,4570,"Warhammer® 40,000: Dawn of War® - Game of the Year Edition",2
2013,4760,Rome: Total War™ - Collection,2
2013,6310,The Longest Journey,2
2013,8500,EVE Online,2
2013,8600,RACE 07,2
2013,10680,Aliens vs. Predator™,2
2013,11020,TrackMania Nations Forever,2
2013,11610,Dragon Nest,2
2013,15120,Tom Clancy's Rainbow Six® Vegas 2,2
2013,15700,Oddworld: Abe's Oddysee®,2
2013,17520,Synergy,2
2013,22100,Mount & Blade,2
2013,22300,Fallout 3,2
2013,22320,The Elder Scrolls III: Morrowind® Game of the Year Edition,2
2013,22330,The Elder Scrolls IV: Oblivion® Game of the Year Edition,2
2013,24960,Battlefield: Bad Company™ 2,2
2013,25890,Hearts of Iron III,2
2013,32370,STAR WARS™ - Knights of the Old Republic™,2
2013,33440,,2
2013,33900,Arma 2,2
2013,34870,Sniper: Ghost Warrior 2,2
2013,38600,Faerie Solitaire,2
2013,38720,RUSH,2
2013,38740,EDGE,2
2013,38830,,2
2013,39000,,2
2013,39150,FINAL FANTASY VIII,2
2013,40700,Machinarium,2
2013,44320,,2
2013,45760,Ultra Street Fighter® IV,2
2013,47790,Medal of Honor™,2
2013,47810,Dragon Age: Origins - Ultimate Edition,2
2013,47890,The Sims™ 3,2
2013,48720,Mount & Blade: With Fire & Sword,2
2013,49540,,2
2013,49600,Beat Hazard,2
2013,50620,Darksiders™,2
2013,55140,MX vs. ATV Reflex,2
2013,57690,Tropico 4,2
2013,58610,Wargame: European Escalation,2
2013,63710,BIT.TRIP RUNNER,2
2013,73020,Majesty 2 Collection,2
2013,97000,Solar 2,2
2013,98400,Hard Reset Extended Edition,2
2013,99810,,2
2013,102840,Shank 2,2
2013,104900,ORION: Prelude,2
2013,107800,Rochard,2
2013,108600,Project Zomboid,2
2013,200170,Worms Revolution,2
2013,200900,,2
2013,204880,Sins of a Solar Empire®: Rebellion,2
2013,208670,Blades of Time,2
2013,213610,Sonic Adventure 2,2
2013,213850,Magic 2014 — Duels of the Planeswalkers,2
2013,215280,Secret World Legends,2
2013,215530,The Incredible Adventures of Van Helsing,2
2013,218130,Dungeonland,2
2013,219600,,2
2013,219910,Edna & Harvey: Harvey's New Eyes,2
2013,220700,RPG Maker VX Ace,2
2013,224500,Gnomoria,2
2013,224820,Super House of Dead Ninjas,2
2013,227480,God Mode,2
2013,228260,Fallen Enchantress: Legendary Heroes,2
2013,233250,,2
2013,233980,UnEpic,2
2013,235600,Tom Clancy’s Splinter Cell Blacklist,2
2013,236850,Europa Universalis IV,2
2013,237310,Elsword,2
2013,237630,DuckTales: Remastered,2
2013,238070,,2
2013,238260,Pinball Arcade,2
2013,239070,Hammerwatch,2
2013,239800,Bleed,2
2013,241720,Guncraft,2
2013,242570,Space Hulk,2
2013,242860,Verdun,2
2013,245130,,2
2013,245170,Skullgirls,2
2013,248630,Kingdoms Rise,2
2013,248650,Draw a Stickman: EPIC,2
2013,249870,Scribblenauts Unmasked: A DC Comics Adventure,2
2013,253030,,2
2013,256410,,2
2013,259530,Savant - Ascent,2
2013,10,Counter-Strike,1
2013,30,Day of Defeat,1
2013,50,Half-Life: Opposing Force,1
2013,60,Ricochet,1
2013,80,Counter-Strike: Condition Zero,1
2013,360,Half-Life Deathmatch: Source,1
2013,420,Half-Life 2: Episode Two,1
2013,1200,Red Orchestra: Ostfront 41-45,1
2013,1520,DEFCON,1
2013,1690,Space Empires V,1
2013,1930,Two Worlds Epic Edition,1
2013,2640,Call of Duty: United Offensive,1
2013,2700,RollerCoaster Tycoon® 3: Platinum,1
2013,2870,X Rebirth,1
2013,3720,Evil Genius,1
2013,3730,Aliens versus Predator Classic 2000,1
2013,4540,,1
2013,4850,Cossacks: Back to War,1
2013,6000,STAR WARS™ Republic Commando™,1
2013,6220,FlatOut,1
2013,6420,Nexus - The Jupiter Incident,1
